date,year,s_man,c_man,n_man,s1_aut,s2_aut,s3_aut,c1_aut,c2_aut,c3_aut,n1_aut,n2_aut,n3_aut,s_avg,c_avg,n_avg
1-Jun-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
2-Jun-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
3-Jun-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
4-Jun-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
5-Jun-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
6-Jun-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
7-Jun-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
8-Jun-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
9-Jun-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
10-Jun-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
11-Jun-09,2009,5.1,2.1,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.10,2.10,2.20
12-Jun-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
13-Jun-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
14-Jun-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
15-Jun-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
16-Jun-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
17-Jun-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
18-Jun-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
19-Jun-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
20-Jun-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
21-Jun-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
22-Jun-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
23-Jun-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
24-Jun-09,2009,2.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.20,0.00,0.00
25-Jun-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
26-Jun-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
27-Jun-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
28-Jun-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
29-Jun-09,2009,2.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.40,0.00,0.00
30-Jun-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
1-Jul-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
2-Jul-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
3-Jul-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
4-Jul-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
5-Jul-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
6-Jul-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
7-Jul-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
8-Jul-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
9-Jul-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
10-Jul-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
11-Jul-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
12-Jul-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
13-Jul-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
14-Jul-09,2009,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.00,0.00,0.00
15-Jul-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
16-Jul-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
17-Jul-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
18-Jul-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
19-Jul-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
20-Jul-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
21-Jul-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
22-Jul-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
23-Jul-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
24-Jul-09,2009,6,19.4,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.00,19.40,2.20
25-Jul-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
26-Jul-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
27-Jul-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
28-Jul-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
29-Jul-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
30-Jul-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
31-Jul-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
1-Aug-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
2-Aug-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
3-Aug-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
4-Aug-09,2009,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.00,0.00,0.00
5-Aug-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
6-Aug-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
7-Aug-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
8-Aug-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
9-Aug-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
10-Aug-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
11-Aug-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
12-Aug-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
13-Aug-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
14-Aug-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
15-Aug-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
16-Aug-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
17-Aug-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
18-Aug-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
19-Aug-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
20-Aug-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
21-Aug-09,2009,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.00,0.00,0.00
22-Aug-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
23-Aug-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
24-Aug-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
25-Aug-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
26-Aug-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
27-Aug-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
28-Aug-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
29-Aug-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
30-Aug-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
31-Aug-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
1-Sep-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
2-Sep-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
3-Sep-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
4-Sep-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
5-Sep-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
6-Sep-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
7-Sep-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
8-Sep-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
9-Sep-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
10-Sep-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
11-Sep-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
12-Sep-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
13-Sep-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
14-Sep-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
15-Sep-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
16-Sep-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
17-Sep-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
18-Sep-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
19-Sep-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
20-Sep-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
21-Sep-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
22-Sep-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
23-Sep-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
24-Sep-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
25-Sep-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
26-Sep-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
27-Sep-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
28-Sep-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
29-Sep-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
30-Sep-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
1-Oct-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
2-Oct-09,2009,9.9,9.9,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.90,9.90,2.20
3-Oct-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
4-Oct-09,2009,2.8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.80,0.00,0.00
5-Oct-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
6-Oct-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
7-Oct-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
8-Oct-09,2009,1.4,3,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.40,3.00,3.30
9-Oct-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
10-Oct-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
11-Oct-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
12-Oct-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
13-Oct-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
14-Oct-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
15-Oct-09,2009,23.7,6.4,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.70,6.40,9.90
16-Oct-09,2009,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00,0.00,0.00
17-Oct-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
18-Oct-09,2009,0,0,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,1.90
19-Oct-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
20-Oct-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
21-Oct-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
22-Oct-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
23-Oct-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
24-Oct-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
25-Oct-09,2009,6.4,16.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.40,16.50,2.50
26-Oct-09,2009,23.4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.40,3.00,1.00
27-Oct-09,2009,1.9,1.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.90,1.90,0.00
28-Oct-09,2009,11.4,0,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.40,0.00,4.40
29-Oct-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
30-Oct-09,2009,10,8.2,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.00,8.20,6.20
31-Oct-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
1-Nov-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
2-Nov-09,2009,1,0.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00,0.60,0.00
3-Nov-09,2009,18.6,18.6,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.60,18.60,4.40
4-Nov-09,2009,41.4,0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.40,0.00,28.00
5-Nov-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
6-Nov-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
7-Nov-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
8-Nov-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
9-Nov-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
10-Nov-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
11-Nov-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
12-Nov-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
13-Nov-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
14-Nov-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
15-Nov-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
16-Nov-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
17-Nov-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
18-Nov-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
19-Nov-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
20-Nov-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
21-Nov-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
22-Nov-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
23-Nov-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
24-Nov-09,2009,0,4.4,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,4.40,10.40
25-Nov-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
26-Nov-09,2009,4.8,10.4,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.80,10.40,3.80
27-Nov-09,2009,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00,0.00,0.00
28-Nov-09,2009,10.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.20,0.00,0.00
29-Nov-09,2009,3,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.00,6.00,0.00
30-Nov-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
1-Dec-09,2009,7.9,8.4,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.90,8.40,7.90
2-Dec-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
3-Dec-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
4-Dec-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
5-Dec-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
6-Dec-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
7-Dec-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
8-Dec-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
9-Dec-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
10-Dec-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
11-Dec-09,2009,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.00,0.00,0.00
12-Dec-09,2009,17.9,6.6,29.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.90,6.60,29.40
13-Dec-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
14-Dec-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
15-Dec-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
16-Dec-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
17-Dec-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
18-Dec-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
19-Dec-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
20-Dec-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
21-Dec-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
22-Dec-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
23-Dec-09,2009,5.6,12,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.60,12.00,1.80
24-Dec-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
25-Dec-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
26-Dec-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
27-Dec-09,2009,33.4,10,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.40,10.00,10.40
28-Dec-09,2009,4.2,0,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.20,0.00,4.20
29-Dec-09,2009,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
30-Dec-09,2009,6.8,2.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.80,2.60,0.00
31-Dec-09,2009,6.8,2,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.80,2.00,6.80
1-Jan-10,2010,30,14.4,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.00,14.40,18.00
2-Jan-10,2010,6.8,69.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.80,69.80,1.00
3-Jan-10,2010,3.6,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.60,1.00,0.00
4-Jan-10,2010,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
5-Jan-10,2010,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
6-Jan-10,2010,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
7-Jan-10,2010,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
8-Jan-10,2010,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
9-Jan-10,2010,2.4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.40,2.00,3.00
10-Jan-10,2010,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
11-Jan-10,2010,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
12-Jan-10,2010,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
13-Jan-10,2010,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
14-Jan-10,2010,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
15-Jan-10,2010,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
16-Jan-10,2010,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
17-Jan-10,2010,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
18-Jan-10,2010,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
19-Jan-10,2010,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
20-Jan-10,2010,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
21-Jan-10,2010,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
22-Jan-10,2010,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
23-Jan-10,2010,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
24-Jan-10,2010,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
25-Jan-10,2010,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
26-Jan-10,2010,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
27-Jan-10,2010,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
28-Jan-10,2010,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
29-Jan-10,2010,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
30-Jan-10,2010,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
31-Jan-10,2010,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
1-Feb-10,2010,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
