census,year,site,block,treatment,plot,species,<0.5m,0.5_1m,<1m,1_2m,2_3m,3_4m,>4m,total
9,2018,C,2,MEGA,C2MEGA,Acacia_mellifera,0,0,0,1,1,2,3,7
9,2018,C,2,MEGA,C2MEGA,Acacia_tortilis,0,1,1,0,0,0,0,1
9,2018,C,2,MEGA,C2MEGA,Asparagus_falcatus,0,6,6,1,1,0,0,8
9,2018,C,2,MEGA,C2MEGA,Asparagus_racemosus,0,1,1,2,0,0,0,3
9,2018,C,2,MEGA,C2MEGA,Balanites_rotundifolia,0,1,1,0,0,0,0,1
9,2018,C,2,MEGA,C2MEGA,Boscia_angustifolia,0,0,0,0,0,1,3,4
9,2018,C,2,MEGA,C2MEGA,Commiphora_habessinica,0,4,4,5,1,0,0,10
9,2018,C,2,MEGA,C2MEGA,Cordia_monoica,0,1,1,0,0,0,0,1
9,2018,C,2,MEGA,C2MEGA,Croton_dichogamus,0,0,0,1,0,0,0,1
9,2018,C,2,MEGA,C2MEGA,Grewia_kakothamnos,0,3,3,2,2,2,0,9
9,2018,C,2,MEGA,C2MEGA,Lycium_europaeum,0,1,1,0,1,1,0,3
9,2018,C,2,MESO,C2MESO,Acacia_brevispica,8,69,77,8,14,9,33,141
9,2018,C,2,MESO,C2MESO,Acacia_etbaica,2,9,11,13,26,37,35,122
9,2018,C,2,MESO,C2MESO,Acacia_mellifera,0,0,0,1,0,2,8,11
9,2018,C,2,MESO,C2MESO,Acacia_tortilis,0,1,1,3,2,0,0,6
9,2018,C,2,MESO,C2MESO,Asparagus_falcatus,0,1,1,0,2,1,1,5
9,2018,C,2,MESO,C2MESO,Balanites_rotundifolia,0,0,0,6,0,1,1,8
9,2018,C,2,MESO,C2MESO,Boscia_angustifolia,0,2,2,1,0,0,0,3
9,2018,C,2,MESO,C2MESO,Canthium_pseudosetiflorum,0,0,0,1,0,0,0,1
9,2018,C,2,MESO,C2MESO,Commiphora_habessinica,0,0,0,0,2,0,0,2
9,2018,C,2,MESO,C2MESO,Croton_dichogamus,0,1,1,0,1,0,0,2
9,2018,C,2,MESO,C2MESO,Grewia_kakothamnos,0,3,3,4,0,1,1,9
9,2018,C,2,OPEN,C2OPEN,Acacia_brevispica,NA,NA,6,5,1,0,0,12
9,2018,C,2,OPEN,C2OPEN,Acacia_etbaica,NA,NA,27,15,33,24,13,112
9,2018,C,2,OPEN,C2OPEN,Acacia_mellifera,NA,NA,4,7,3,2,3,19
9,2018,C,2,OPEN,C2OPEN,Acacia_tortilis,NA,NA,1,0,0,0,0,1
9,2018,C,2,OPEN,C2OPEN,Asparagus_falcatus,0,0,0,3,0,0,0,3
9,2018,C,2,OPEN,C2OPEN,Boscia_angustifolia,0,0,0,0,2,0,0,2
9,2018,C,2,OPEN,C2OPEN,Cadaba_farinosa,0,0,0,0,1,0,0,1
9,2018,C,2,OPEN,C2OPEN,Commiphora_habessinica,NA,NA,4,0,0,0,0,4
9,2018,C,2,OPEN,C2OPEN,Croton_dichogamus,NA,NA,3,3,0,0,0,6
9,2018,C,2,OPEN,C2OPEN,Euphorbia_bussei,NA,NA,1,0,0,0,0,1
9,2018,C,2,OPEN,C2OPEN,Grewia_kakothamnos,NA,NA,8,1,0,0,0,9
9,2018,C,2,OPEN,C2OPEN,Lycium_europaeum,NA,NA,3,1,0,0,0,4
9,2018,C,2,OPEN,C2OPEN,Opuntia_ficus-indica,NA,NA,3,2,0,0,0,5
9,2018,C,2,TOTAL,C2TOTAL,Acacia_brevispica,NA,NA,33,17,35,28,40,152
9,2018,C,2,TOTAL,C2TOTAL,Acacia_etbaica,NA,NA,12,37,63,40,27,179
9,2018,C,2,TOTAL,C2TOTAL,Acacia_mellifera,NA,NA,5,12,18,13,15,63
9,2018,C,2,TOTAL,C2TOTAL,Acacia_tortilis,0,0,0,1,0,0,0,1
9,2018,C,2,TOTAL,C2TOTAL,Asparagus_falcatus,NA,NA,7,9,2,1,1,20
9,2018,C,2,TOTAL,C2TOTAL,Asparagus_racemosus,NA,NA,3,4,3,0,0,10
9,2018,C,2,TOTAL,C2TOTAL,Balanites_rotundifolia,NA,NA,2,0,0,2,6,10
9,2018,C,2,TOTAL,C2TOTAL,Boscia_angustifolia,0,0,0,2,2,0,0,4
9,2018,C,2,TOTAL,C2TOTAL,Commiphora_habessinica,0,0,0,6,11,1,0,18
9,2018,C,2,TOTAL,C2TOTAL,Croton_dichogamus,NA,NA,3,33,27,4,0,67
9,2018,C,2,TOTAL,C2TOTAL,Grewia_kakothamnos,NA,NA,11,7,17,5,3,43
9,2018,C,2,TOTAL,C2TOTAL,Lycium_europaeum,NA,NA,1,0,0,0,0,1
9,2018,C,2,TOTAL,C2TOTAL,NONE,0,0,0,0,0,0,0,0
9,2018,C,2,TOTAL,C2TOTAL,Pyrostria_phyllanthoidea,0,0,0,1,0,0,0,1
9,2018,C,3,MEGA,C3MEGA,Acacia_brevispica,NA,NA,95,104,142,64,19,424
9,2018,C,3,MEGA,C3MEGA,Acacia_etbaica,NA,NA,33,57,29,14,11,144
9,2018,C,3,MEGA,C3MEGA,Acacia_mellifera,NA,NA,7,13,7,2,2,31
9,2018,C,3,MEGA,C3MEGA,Balanites_rotundifolia,0,0,0,1,1,0,0,2
9,2018,C,3,MEGA,C3MEGA,Boscia_angustifolia,0,0,0,2,1,0,2,5
9,2018,C,3,MEGA,C3MEGA,Commiphora_habessinica,NA,NA,1,5,0,0,0,6
9,2018,C,3,MEGA,C3MEGA,Croton_dichogamus,NA,NA,12,51,23,4,0,90
9,2018,C,3,MEGA,C3MEGA,Grewia_kakothamnos,NA,NA,31,50,19,6,0,106
9,2018,C,3,MEGA,C3MEGA,Lycium_europaeum,0,0,0,8,0,0,0,8
9,2018,C,3,MEGA,C3MEGA,NONE,0,0,0,0,0,0,0,0
9,2018,C,3,MEGA,C3MEGA,Pyrostria_phyllanthoidea,0,0,0,0,0,2,0,2
9,2018,C,3,MEGA,C3MEGA,Teclea_nobilis,NA,NA,1,0,1,0,0,2
9,2018,C,3,MESO,C3MESO,Acacia_brevispica,NA,NA,16,26,41,12,4,99
9,2018,C,3,MESO,C3MESO,Acacia_etbaica,NA,NA,38,40,21,27,3,129
9,2018,C,3,MESO,C3MESO,Acacia_mellifera,NA,NA,5,8,6,2,5,26
9,2018,C,3,MESO,C3MESO,Asparagus_falcatus,NA,NA,1,5,3,0,0,9
9,2018,C,3,MESO,C3MESO,Asparagus_racemosus,NA,NA,1,0,0,0,0,1
9,2018,C,3,MESO,C3MESO,Boscia_angustifolia,0,0,0,1,0,2,0,3
9,2018,C,3,MESO,C3MESO,Commiphora_habessinica,NA,NA,1,5,4,0,0,10
9,2018,C,3,MESO,C3MESO,Croton_dichogamus,NA,NA,3,21,24,0,0,48
9,2018,C,3,MESO,C3MESO,Grewia_kakothamnos,NA,NA,1,4,3,0,0,8
9,2018,C,3,MESO,C3MESO,Lycium_europaeum,0,0,0,0,1,0,0,1
9,2018,C,3,MESO,C3MESO,NONE,0,0,0,0,0,0,0,0
9,2018,C,3,OPEN,C3OPEN,Acacia_brevispica,NA,NA,94,93,26,3,0,216
9,2018,C,3,OPEN,C3OPEN,Acacia_etbaica,NA,NA,29,16,21,20,21,107
9,2018,C,3,OPEN,C3OPEN,Acacia_mellifera,NA,NA,25,11,6,1,1,44
9,2018,C,3,OPEN,C3OPEN,Asparagus_falcatus,NA,NA,3,0,0,0,0,3
9,2018,C,3,OPEN,C3OPEN,Balanites_rotundifolia,NA,NA,2,1,0,1,2,6
9,2018,C,3,OPEN,C3OPEN,Boscia_angustifolia,0,0,0,3,2,2,4,11
9,2018,C,3,OPEN,C3OPEN,Croton_dichogamus,NA,NA,21,81,48,7,0,157
9,2018,C,3,OPEN,C3OPEN,Grewia_kakothamnos,NA,NA,9,2,0,0,0,11
9,2018,C,3,OPEN,C3OPEN,Opuntia_ficus-indica,NA,NA,7,0,0,0,0,7
9,2018,C,3,OPEN,C3OPEN,Pyrostria_phyllanthoidea,0,0,0,1,0,1,0,2
9,2018,C,3,TOTAL,C3TOTAL,Acacia_brevispica,NA,NA,75,63,61,31,24,254
9,2018,C,3,TOTAL,C3TOTAL,Acacia_etbaica,NA,NA,40,64,26,23,34,187
9,2018,C,3,TOTAL,C3TOTAL,Acacia_mellifera,NA,NA,29,30,14,3,1,77
9,2018,C,3,TOTAL,C3TOTAL,Balanites_rotundifolia,NA,NA,4,4,1,0,3,12
9,2018,C,3,TOTAL,C3TOTAL,Boscia_angustifolia,NA,NA,1,6,1,0,0,8
9,2018,C,3,TOTAL,C3TOTAL,Commiphora_habessinica,NA,NA,1,1,0,0,0,2
9,2018,C,3,TOTAL,C3TOTAL,Croton_dichogamus,NA,NA,18,87,37,13,3,158
9,2018,C,3,TOTAL,C3TOTAL,Grewia_kakothamnos,NA,NA,6,14,17,2,1,40
9,2018,C,3,TOTAL,C3TOTAL,Maerua_tryphilla,0,0,0,1,0,1,0,2
9,2018,C,3,TOTAL,C3TOTAL,Pyrostria_phyllanthoidea,0,0,0,0,2,0,0,2
9,2018,N,1,MEGA,N1MEGA,Acacia_brevispica,0,0,0,17,13,8,36,74
9,2018,N,1,MEGA,N1MEGA,Acacia_etbaica,0,0,0,4,1,6,19,30
9,2018,N,1,MEGA,N1MEGA,Acacia_mellifera,0,5,5,12,8,10,57,92
9,2018,N,1,MEGA,N1MEGA,Acacia_tortilis,0,1,1,0,1,1,1,4
9,2018,N,1,MEGA,N1MEGA,Asparagus_racemosus,0,1,1,1,0,0,0,2
9,2018,N,1,MEGA,N1MEGA,Balanites_rotundifolia,0,0,0,0,0,0,1,1
9,2018,N,1,MEGA,N1MEGA,Boscia_angustifolia,0,0,0,1,0,1,0,2
9,2018,N,1,MEGA,N1MEGA,Canthium_pseudosetiflorum,0,0,0,4,1,0,0,5
9,2018,N,1,MEGA,N1MEGA,Commiphora_habessinica,0,1,1,1,1,0,0,3
9,2018,N,1,MEGA,N1MEGA,Croton_dichogamus,0,1,1,11,17,3,3,34
9,2018,N,1,MEGA,N1MEGA,Euphorbia_bussei,0,2,2,21,11,6,0,40
9,2018,N,1,MEGA,N1MEGA,Euphorbia_heterospina,0,2,2,1,2,1,0,6
9,2018,N,1,MEGA,N1MEGA,Grewia_kakothamnos,0,2,2,4,3,1,1,11
9,2018,N,1,MEGA,N1MEGA,Lycium_europaeum,0,0,0,1,0,0,0,1
9,2018,N,1,MEGA,N1MEGA,Maerua_angolensis,0,0,0,0,1,0,0,1
9,2018,N,1,MEGA,N1MEGA,Opuntia_ficus-indica,0,0,0,1,0,0,0,1
9,2018,N,1,MEGA,N1MEGA,Psydrax_schimperiana,0,0,0,2,1,0,0,3
9,2018,N,1,MEGA,N1MEGA,Teclea_nobilis,0,2,2,18,2,0,0,22
9,2018,N,1,MESO,N1MESO,Acacia_brevispica,NA,NA,157,11,49,55,87,359
9,2018,N,1,MESO,N1MESO,Acacia_etbaica,0,0,0,3,0,1,4,8
9,2018,N,1,MESO,N1MESO,Acacia_mellifera,NA,NA,6,33,8,10,16,73
9,2018,N,1,MESO,N1MESO,Acacia_reficiens,0,0,0,1,0,0,0,1
9,2018,N,1,MESO,N1MESO,Acacia_tortilis,0,0,0,0,2,0,6,8
9,2018,N,1,MESO,N1MESO,Asparagus_racemosus,0,0,0,0,1,0,0,1
9,2018,N,1,MESO,N1MESO,Boscia_angustifolia,0,0,0,0,0,1,0,1
9,2018,N,1,MESO,N1MESO,Canthium_pseudosetiflorum,0,0,0,0,3,1,1,5
9,2018,N,1,MESO,N1MESO,Commiphora_habessinica,0,0,0,1,6,2,1,10
9,2018,N,1,MESO,N1MESO,Croton_dichogamus,NA,NA,1,34,21,15,2,73
9,2018,N,1,MESO,N1MESO,Euphorbia_bussei,NA,NA,1,11,15,7,1,35
9,2018,N,1,MESO,N1MESO,Euphorbia_heterospina,NA,NA,1,8,22,4,1,36
9,2018,N,1,MESO,N1MESO,Grewia_kakothamnos,0,0,0,2,9,21,18,50
9,2018,N,1,MESO,N1MESO,Maerua_angolensis,0,0,0,0,2,0,1,3
9,2018,N,1,MESO,N1MESO,Psydrax_schimperiana,NA,NA,1,0,1,3,0,5
9,2018,N,1,MESO,N1MESO,Pyrostria_phyllanthoidea,0,0,0,0,0,1,1,2
9,2018,N,1,MESO,N1MESO,Teclea_nobilis,0,0,0,2,13,3,0,18
9,2018,N,1,OPEN,N1OPEN,Acacia_brevispica,NA,NA,7,32,11,0,0,50
9,2018,N,1,OPEN,N1OPEN,Acacia_etbaica,NA,NA,1,0,3,5,2,10
9,2018,N,1,OPEN,N1OPEN,Acacia_mellifera,NA,NA,19,8,13,6,0,44
9,2018,N,1,OPEN,N1OPEN,Acacia_tortilis,0,0,0,4,8,2,0,14
9,2018,N,1,OPEN,N1OPEN,Boscia_angustifolia,0,0,0,0,0,0,0,0
9,2018,N,1,OPEN,N1OPEN,Croton_dichogamus,0,0,0,2,0,0,0,2
9,2018,N,1,OPEN,N1OPEN,Euphorbia_bussei,NA,NA,1,7,1,0,0,9
9,2018,N,1,OPEN,N1OPEN,Euphorbia_heterospina,NA,NA,6,4,7,0,0,17
9,2018,N,1,OPEN,N1OPEN,Grewia_kakothamnos,NA,NA,1,4,1,0,0,6
9,2018,N,1,OPEN,N1OPEN,Lycium_europaeum,NA,NA,2,0,0,0,0,2
9,2018,N,1,OPEN,N1OPEN,NONE,0,0,0,0,0,0,0,0
9,2018,N,1,OPEN,N1OPEN,Opuntia_ficus-indica,NA,NA,13,0,0,0,0,13
9,2018,N,1,OPEN,N1OPEN,Psydrax_schimperiana,NA,NA,1,2,0,0,0,3
9,2018,N,1,OPEN,N1OPEN,Teclea_nobilis,0,0,0,6,0,0,0,6
9,2018,N,1,TOTAL,N1TOTAL,Acacia_brevispica,0,2,2,9,33,13,7,64
9,2018,N,1,TOTAL,N1TOTAL,Acacia_mellifera,0,1,1,6,0,1,11,19
9,2018,N,1,TOTAL,N1TOTAL,Acacia_tortilis,0,0,0,0,2,1,0,3
9,2018,N,1,TOTAL,N1TOTAL,Asparagus_falcatus,0,0,0,1,1,0,0,2
9,2018,N,1,TOTAL,N1TOTAL,Canthium_pseudosetiflorum,0,0,0,6,16,1,0,23
9,2018,N,1,TOTAL,N1TOTAL,Commiphora_habessinica,0,0,0,2,6,5,1,14
9,2018,N,1,TOTAL,N1TOTAL,Coptosperma_graveolens,0,0,0,1,1,0,0,2
9,2018,N,1,TOTAL,N1TOTAL,Croton_dichogamus,0,1,1,11,33,4,3,52
9,2018,N,1,TOTAL,N1TOTAL,Euphorbia_bussei,0,4,4,21,11,2,0,38
9,2018,N,1,TOTAL,N1TOTAL,Euphorbia_heterospina,0,19,19,262,86,6,21,394
9,2018,N,1,TOTAL,N1TOTAL,Euphorbia_tirucalli,0,3,3,1,6,4,1,15
9,2018,N,1,TOTAL,N1TOTAL,Grewia_kakothamnos,0,0,0,3,15,1,5,24
9,2018,N,1,TOTAL,N1TOTAL,Maerua_angolensis,0,0,0,2,1,2,0,5
9,2018,N,1,TOTAL,N1TOTAL,Maerua_tryphilla,0,0,0,0,1,0,0,1
9,2018,N,1,TOTAL,N1TOTAL,Opuntia_ficus-indica,0,0,0,1,0,0,0,1
9,2018,N,1,TOTAL,N1TOTAL,Psydrax_schimperiana,0,0,0,3,5,0,0,8
9,2018,N,1,TOTAL,N1TOTAL,Pyrostria_phyllanthoidea,0,0,0,0,4,2,0,6
9,2018,N,1,TOTAL,N1TOTAL,Teclea_nobilis,0,0,0,7,14,1,0,22
9,2018,N,1,TOTAL,N1TOTAL,Tinnea_aethiopicus,0,0,0,0,0,1,0,1
9,2018,N,2,MEGA,N2MEGA,Acacia_brevispica,0,0,0,10,5,6,45,66
9,2018,N,2,MEGA,N2MEGA,Acacia_mellifera,0,1,1,3,4,24,130,162
9,2018,N,2,MEGA,N2MEGA,Acacia_tortilis,0,0,0,2,2,2,0,6
9,2018,N,2,MEGA,N2MEGA,Balanites_rotundifolia,0,0,0,0,0,0,1,1
9,2018,N,2,MEGA,N2MEGA,Boscia_angustifolia,0,0,0,1,0,1,0,2
9,2018,N,2,MEGA,N2MEGA,Commiphora_habessinica,0,0,0,0,0,1,0,1
9,2018,N,2,MEGA,N2MEGA,Croton_dichogamus,0,0,0,4,2,0,0,6
9,2018,N,2,MEGA,N2MEGA,Euphorbia_bussei,0,8,8,10,6,3,1,28
9,2018,N,2,MEGA,N2MEGA,Euphorbia_heterospina,0,0,0,5,6,6,5,22
9,2018,N,2,MEGA,N2MEGA,Grewia_kakothamnos,0,1,1,1,8,5,10,25
9,2018,N,2,MEGA,N2MEGA,Lycium_europaeum,0,0,0,0,5,0,3,8
9,2018,N,2,MEGA,N2MEGA,Maerua_angolensis,0,0,0,0,0,2,0,2
9,2018,N,2,MEGA,N2MEGA,NONE,0,0,0,0,0,0,0,0
9,2018,N,2,MEGA,N2MEGA,Teclea_nobilis,0,0,0,1,0,1,0,2
9,2018,N,2,MESO,N2MESO,Acacia_brevispica,0,0,0,9,20,5,18,52
9,2018,N,2,MESO,N2MESO,Acacia_etbaica,0,0,0,0,0,1,1,2
9,2018,N,2,MESO,N2MESO,Acacia_mellifera,0,1,1,0,1,8,30,40
9,2018,N,2,MESO,N2MESO,Acacia_tortilis,0,0,0,0,0,1,0,1
9,2018,N,2,MESO,N2MESO,Asparagus_falcatus,0,0,0,2,0,0,0,2
9,2018,N,2,MESO,N2MESO,Boscia_angustifolia,0,0,0,0,0,1,0,1
9,2018,N,2,MESO,N2MESO,Canthium_pseudosetiflorum,0,0,0,0,6,0,0,6
9,2018,N,2,MESO,N2MESO,Commiphora_habessinica,0,0,0,0,2,1,2,5
9,2018,N,2,MESO,N2MESO,Croton_dichogamus,0,0,0,6,14,1,1,22
9,2018,N,2,MESO,N2MESO,Euphorbia_bussei,0,2,2,10,11,3,0,26
9,2018,N,2,MESO,N2MESO,Euphorbia_heterospina,0,9,9,102,40,4,15,170
9,2018,N,2,MESO,N2MESO,Euphorbia_tirucalli,0,0,0,2,6,1,0,9
9,2018,N,2,MESO,N2MESO,Grewia_kakothamnos,0,0,0,2,11,1,2,16
9,2018,N,2,MESO,N2MESO,NONE,0,0,0,0,0,0,0,0
9,2018,N,2,MESO,N2MESO,Opuntia_ficus-indica,0,0,0,1,0,0,0,1
9,2018,N,2,MESO,N2MESO,Psydrax_schimperiana,0,0,0,2,1,0,0,3
9,2018,N,2,MESO,N2MESO,Pyrostria_phyllanthoidea,0,0,0,0,2,1,0,3
9,2018,N,2,MESO,N2MESO,Teclea_nobilis,0,0,0,7,7,0,0,14
9,2018,N,2,OPEN,N2OPEN,Acacia_brevispica,0,2,2,14,1,0,2,19
9,2018,N,2,OPEN,N2OPEN,Acacia_etbaica,0,0,0,1,1,0,0,2
9,2018,N,2,OPEN,N2OPEN,Acacia_mellifera,0,0,0,4,3,2,2,11
9,2018,N,2,OPEN,N2OPEN,Acacia_tortilis,0,0,0,0,2,5,0,7
9,2018,N,2,OPEN,N2OPEN,Boscia_angustifolia,0,0,0,0,1,0,0,1
9,2018,N,2,OPEN,N2OPEN,Commiphora_habessinica,0,0,0,1,0,0,0,1
9,2018,N,2,OPEN,N2OPEN,Croton_dichogamus,0,2,2,3,7,0,0,12
9,2018,N,2,OPEN,N2OPEN,Euphorbia_bussei,0,0,0,1,0,0,0,1
9,2018,N,2,OPEN,N2OPEN,Euphorbia_heterospina,0,0,0,8,4,1,1,14
9,2018,N,2,OPEN,N2OPEN,Grewia_kakothamnos,0,1,1,5,0,0,0,6
9,2018,N,2,OPEN,N2OPEN,NONE,0,0,0,0,0,0,0,0
9,2018,N,2,OPEN,N2OPEN,Teclea_nobilis,0,0,0,3,0,0,0,3
9,2018,N,2,TOTAL,N2TOTAL,Acacia_brevispica,NA,NA,36,16,25,12,4,93
9,2018,N,2,TOTAL,N2TOTAL,Acacia_mellifera,NA,NA,4,3,1,0,16,23
9,2018,N,2,TOTAL,N2TOTAL,Acacia_tortilis,0,0,0,0,3,0,0,3
9,2018,N,2,TOTAL,N2TOTAL,Asparagus_falcatus,NA,NA,1,1,1,0,0,3
9,2018,N,2,TOTAL,N2TOTAL,Asparagus_racemosus,0,0,0,0,1,0,0,1
9,2018,N,2,TOTAL,N2TOTAL,Canthium_pseudosetiflorum,0,0,0,7,6,0,0,13
9,2018,N,2,TOTAL,N2TOTAL,Commiphora_habessinica,0,0,0,1,3,4,1,9
9,2018,N,2,TOTAL,N2TOTAL,Croton_dichogamus,0,0,0,7,19,2,1,29
9,2018,N,2,TOTAL,N2TOTAL,Euphorbia_bussei,NA,NA,7,13,4,2,0,26
9,2018,N,2,TOTAL,N2TOTAL,Euphorbia_heterospina,NA,NA,21,209,76,7,11,324
9,2018,N,2,TOTAL,N2TOTAL,Euphorbia_tirucalli,NA,NA,3,0,7,0,0,10
9,2018,N,2,TOTAL,N2TOTAL,Grewia_kakothamnos,NA,NA,2,4,8,0,1,14
9,2018,N,2,TOTAL,N2TOTAL,Maerua_angolensis,NA,NA,1,0,2,0,0,3
9,2018,N,2,TOTAL,N2TOTAL,Maerua_tryphilla,0,0,0,0,0,1,0,1
9,2018,N,2,TOTAL,N2TOTAL,Pyrostria_phyllanthoidea,0,0,0,1,8,2,0,11
9,2018,N,2,TOTAL,N2TOTAL,Teclea_nobilis,0,0,0,15,7,1,0,23
9,2018,N,3,MEGA,N3MEGA,Acacia_brevispica,NA,NA,85,37,20,3,1,146
9,2018,N,3,MEGA,N3MEGA,Acacia_etbaica,0,0,0,1,3,0,0,4
9,2018,N,3,MEGA,N3MEGA,Acacia_mellifera,NA,NA,33,6,23,12,5,79
9,2018,N,3,MEGA,N3MEGA,Acacia_tortilis,NA,NA,3,3,5,1,0,12
9,2018,N,3,MEGA,N3MEGA,Boscia_angustifolia,0,0,0,0,1,0,0,1
9,2018,N,3,MEGA,N3MEGA,Commiphora_habessinica,NA,NA,1,0,0,0,0,1
9,2018,N,3,MEGA,N3MEGA,Croton_dichogamus,NA,NA,2,1,0,0,0,3
9,2018,N,3,MEGA,N3MEGA,Euphorbia_bussei,NA,NA,4,12,5,0,0,21
9,2018,N,3,MEGA,N3MEGA,Euphorbia_heterospina,NA,NA,31,116,62,20,6,235
9,2018,N,3,MEGA,N3MEGA,Grewia_kakothamnos,NA,NA,5,7,7,0,0,19
9,2018,N,3,MEGA,N3MEGA,Maerua_tryphilla,0,0,0,0,1,0,0,1
9,2018,N,3,MEGA,N3MEGA,NONE,0,0,0,0,0,0,0,0
9,2018,N,3,MEGA,N3MEGA,Pyrostria_phyllanthoidea,0,0,0,0,2,0,0,2
9,2018,N,3,MEGA,N3MEGA,Rhus_natalensis,0,0,0,1,0,0,0,1
9,2018,N,3,MEGA,N3MEGA,Teclea_nobilis,NA,NA,1,10,1,0,0,12
9,2018,N,3,MESO,N3MESO,Acacia_brevispica,NA,NA,71,20,24,25,23,163
9,2018,N,3,MESO,N3MESO,Acacia_etbaica,NA,NA,6,0,5,3,4,18
9,2018,N,3,MESO,N3MESO,Acacia_mellifera,NA,NA,59,17,12,5,12,105
9,2018,N,3,MESO,N3MESO,Asparagus_falcatus,NA,NA,1,0,0,0,0,1
9,2018,N,3,MESO,N3MESO,Asparagus_racemosus,0,0,0,0,1,0,0,1
9,2018,N,3,MESO,N3MESO,Balanites_rotundifolia,0,0,0,0,1,2,1,4
9,2018,N,3,MESO,N3MESO,Capparis_tomentosa,0,0,0,0,1,0,0,1
9,2018,N,3,MESO,N3MESO,Croton_dichogamus,NA,NA,5,9,5,3,0,22
9,2018,N,3,MESO,N3MESO,Euphorbia_bussei,NA,NA,4,30,9,4,0,47
9,2018,N,3,MESO,N3MESO,Grewia_kakothamnos,NA,NA,8,5,6,3,0,22
9,2018,N,3,MESO,N3MESO,Maerua_angolensis,0,0,0,1,2,0,0,3
9,2018,N,3,MESO,N3MESO,Maytenus_heterophylla,0,0,0,0,0,1,0,1
9,2018,N,3,MESO,N3MESO,NONE,0,0,0,0,0,0,0,0
9,2018,N,3,MESO,N3MESO,Opuntia_ficus-indica,0,3,3,0,0,0,0,3
9,2018,N,3,MESO,N3MESO,Psydrax_schimperiana,0,0,0,0,0,1,0,1
9,2018,N,3,MESO,N3MESO,Teclea_nobilis,0,0,0,2,8,0,0,10
9,2018,N,3,OPEN,N3OPEN,Acacia_brevispica,NA,NA,10,61,3,0,0,74
9,2018,N,3,OPEN,N3OPEN,Acacia_etbaica,0,0,0,1,1,0,0,2
9,2018,N,3,OPEN,N3OPEN,Acacia_mellifera,NA,NA,5,4,2,0,0,11
9,2018,N,3,OPEN,N3OPEN,Acacia_reficiens,NA,NA,1,0,0,0,0,1
9,2018,N,3,OPEN,N3OPEN,Acacia_tortilis,0,0,0,0,1,0,0,1
9,2018,N,3,OPEN,N3OPEN,Asparagus_falcatus,NA,NA,1,0,0,0,0,1
9,2018,N,3,OPEN,N3OPEN,Asparagus_racemosus,NA,NA,1,1,0,0,0,2
9,2018,N,3,OPEN,N3OPEN,Boscia_angustifolia,0,0,0,1,0,0,0,1
9,2018,N,3,OPEN,N3OPEN,Canthium_pseudosetiflorum,0,0,0,10,0,0,0,10
9,2018,N,3,OPEN,N3OPEN,Commiphora_habessinica,0,0,0,1,0,0,0,1
9,2018,N,3,OPEN,N3OPEN,Croton_dichogamus,NA,NA,2,32,8,0,0,42
9,2018,N,3,OPEN,N3OPEN,Euphorbia_bussei,NA,NA,7,59,5,0,0,70
9,2018,N,3,OPEN,N3OPEN,Euphorbia_heterospina,NA,NA,37,116,32,0,0,185
9,2018,N,3,OPEN,N3OPEN,Grewia_kakothamnos,0,0,0,4,0,0,0,4
9,2018,N,3,OPEN,N3OPEN,NONE,0,0,0,0,0,0,0,0
9,2018,N,3,OPEN,N3OPEN,Opuntia_ficus-indica,NA,NA,1,0,0,0,0,1
9,2018,N,3,OPEN,N3OPEN,Psydrax_schimperiana,0,0,0,2,0,0,0,2
9,2018,N,3,OPEN,N3OPEN,Pyrostria_phyllanthoidea,0,0,0,20,5,0,0,25
9,2018,N,3,OPEN,N3OPEN,Teclea_nobilis,0,0,0,27,3,0,0,30
9,2018,N,3,TOTAL,N3TOTAL,Acacia_brevispica,0,108,108,13,59,10,10,200
9,2018,N,3,TOTAL,N3TOTAL,Acacia_etbaica,0,3,3,2,3,6,3,17
9,2018,N,3,TOTAL,N3TOTAL,Acacia_mellifera,0,29,29,44,7,1,5,86
9,2018,N,3,TOTAL,N3TOTAL,Acacia_tortilis,0,0,0,2,1,0,0,3
9,2018,N,3,TOTAL,N3TOTAL,Asparagus_falcatus,0,0,0,1,0,0,0,1
9,2018,N,3,TOTAL,N3TOTAL,Balanites_rotundifolia,0,0,0,0,0,0,2,2
9,2018,N,3,TOTAL,N3TOTAL,Capparis_tomentosa,0,0,0,1,0,0,0,1
9,2018,N,3,TOTAL,N3TOTAL,Commiphora_habessinica,0,0,0,1,0,0,0,1
9,2018,N,3,TOTAL,N3TOTAL,Croton_dichogamus,0,4,4,3,11,0,0,18
9,2018,N,3,TOTAL,N3TOTAL,Euphorbia_bussei,0,28,28,24,8,0,1,61
9,2018,N,3,TOTAL,N3TOTAL,Euphorbia_heterospina,0,39,39,54,28,0,5,126
9,2018,N,3,TOTAL,N3TOTAL,Euphorbia_tirucalli,0,2,2,1,2,0,2,7
9,2018,N,3,TOTAL,N3TOTAL,Grewia_bicolor,0,0,0,0,1,0,0,1
9,2018,N,3,TOTAL,N3TOTAL,Grewia_kakothamnos,0,4,4,4,6,0,1,15
9,2018,N,3,TOTAL,N3TOTAL,Maerua_angolensis,0,0,0,3,3,0,0,6
9,2018,N,3,TOTAL,N3TOTAL,Maerua_tryphilla,0,0,0,0,2,0,0,2
9,2018,N,3,TOTAL,N3TOTAL,Psydrax_schimperiana,0,0,0,1,1,0,0,2
